μ子数据
开始时间,19:03:09
20241215 19:05:11,1.82
20241215 19:05:11,2.08
20241215 19:05:11,0.56
20241215 19:05:11,3.12
20241215 19:05:11,0.86
20241215 19:05:11,0.26
20241215 19:05:11,4.74
20241215 19:05:11,2.52
20241215 19:05:11,2.36
20241215 19:05:11,4.25
20241215 19:05:11,0.94
20241215 19:05:11,1.61
20241215 19:05:11,1.13
20241215 19:05:11,1.16
20241215 19:05:11,6.35
20241215 19:05:11,5.15
20241215 19:05:11,0.53
20241215 19:05:11,3.24
20241215 19:05:11,0.18
20241215 19:05:12,2.82
20241215 19:05:12,0.53
20241215 19:05:12,0.83
20241215 19:05:12,1.58
20241215 19:05:12,1.39
20241215 19:05:12,0.17
20241215 19:05:12,0.41
20241215 19:05:12,1.17
20241215 19:05:12,1.31
20241215 19:05:12,0.13
20241215 19:05:12,0.42
20241215 19:05:12,0.86
20241215 19:05:13,0.33
20241215 19:05:13,0.64
20241215 19:05:13,0.43
20241215 19:05:13,2.78
20241215 19:05:13,1.16
20241215 19:05:13,1.8
20241215 19:05:13,4.26
20241215 19:05:13,1.31
20241215 19:05:13,6.48
20241215 19:05:13,0.12
20241215 19:05:13,0.86
20241215 19:05:13,0.45
20241215 19:05:13,0.38
20241215 19:05:14,7.36
20241215 19:05:14,1.89
20241215 19:05:14,0.55
20241215 19:05:14,0.16
20241215 19:05:14,1.89
20241215 19:05:14,1.7
20241215 19:05:14,0.35
20241215 19:05:14,1.55
20241215 19:05:14,0.4
20241215 19:05:14,4.8
20241215 19:05:14,1.17
20241215 19:05:14,3.31
20241215 19:05:14,3.95
20241215 19:05:15,0.51
20241215 19:05:15,2.03
20241215 19:05:15,3.47
20241215 19:05:15,3.28
20241215 19:05:15,0.54
20241215 19:05:15,4.35
20241215 19:05:15,0.49
20241215 19:05:15,1.68
20241215 19:05:15,3.33
20241215 19:05:15,3.6
20241215 19:05:15,3.16
20241215 19:05:15,2.26
20241215 19:05:15,0.49
20241215 19:05:15,1.14
20241215 19:05:15,0.16
20241215 19:05:15,1.56
20241215 19:05:15,2.12
20241215 19:05:15,0.69
20241215 19:05:15,0.19
20241215 19:05:16,1.75
20241215 19:05:16,2.98
20241215 19:05:16,4.68
20241215 19:05:16,1.79
20241215 19:05:16,0.44
20241215 19:05:16,0.57
20241215 19:05:16,1.82
20241215 19:05:16,2.52
20241215 19:05:16,7.23
20241215 19:05:16,21.09
20241215 19:05:16,0.55
20241215 19:05:16,0.21
20241215 19:05:16,0.1
20241215 19:05:16,3.32
20241215 19:05:16,1.11
20241215 19:05:16,0.43
20241215 19:05:17,1.83
20241215 19:05:17,0.66
20241215 19:05:17,0.27
20241215 19:05:17,1.58
20241215 19:05:17,0.77
20241215 19:05:17,2.73
20241215 19:05:17,1.42
20241215 19:05:17,0.72
20241215 19:05:17,1.36
20241215 19:05:17,1.15
20241215 19:05:17,11.03
20241215 19:05:17,11.36
20241215 19:05:17,6.58
20241215 19:05:17,0.36
20241215 19:05:17,5.58
20241215 19:05:17,2
20241215 19:05:17,0.71
20241215 19:05:17,1.57
20241215 19:05:18,7.18
20241215 19:05:18,1.01
20241215 19:05:18,0.25
20241215 19:05:18,0.64
20241215 19:05:18,0.28
20241215 19:05:18,0.33
20241215 19:05:18,0.37
20241215 19:05:18,1.58
20241215 19:05:18,1.16
20241215 19:05:18,6.43
20241215 19:05:18,0.56
20241215 19:05:18,3.69
20241215 19:05:18,2.49
20241215 19:05:18,1.79
20241215 19:05:18,3.24
20241215 19:05:18,1.32
20241215 19:05:18,4.81
20241215 19:05:18,0.77
20241215 19:05:18,1.9
20241215 19:05:18,5.02
20241215 19:05:18,0.15
20241215 19:05:18,3.72
20241215 19:05:18,2.43
20241215 19:05:19,2.71
20241215 19:05:19,6.52
20241215 19:05:19,6.17
20241215 19:05:19,0.51
20241215 19:05:19,0.46
20241215 19:05:19,4.66
20241215 19:05:19,0.83
20241215 19:05:19,1.15
20241215 19:05:19,5.68
20241215 19:05:19,2.8
20241215 19:05:19,0.11
20241215 19:05:20,0.84
20241215 19:05:20,0.26
20241215 19:05:20,0.41
20241215 19:05:20,1.12
20241215 19:05:20,2.29
20241215 19:05:20,1.13
20241215 19:05:20,0.31
20241215 19:05:20,6.81
20241215 19:05:20,0.45
20241215 19:05:20,2.77
20241215 19:05:20,1.23
20241215 19:05:20,3.01
20241215 19:05:20,1.01
20241215 19:05:20,0.79
20241215 19:05:20,4.02
20241215 19:05:20,4.46
20241215 19:05:20,0.54
20241215 19:05:21,0.61
20241215 19:05:21,0.23
20241215 19:05:21,6.5
20241215 19:05:21,1.52
20241215 19:05:21,1.05
20241215 19:05:21,0.67
20241215 19:05:21,0.48
20241215 19:05:21,0.81
20241215 19:05:21,1.05
20241215 19:05:21,1.9
20241215 19:05:21,3.87
20241215 19:05:21,1.01
20241215 19:05:21,2.35
20241215 19:05:21,5.84
20241215 19:05:21,2.5
20241215 19:05:21,3.12
20241215 19:05:21,1.13
20241215 19:05:21,1.63
20241215 19:05:21,0.42
20241215 19:05:22,0.38
20241215 19:05:22,1.07
20241215 19:05:22,1.77
20241215 19:05:22,2.12
20241215 19:05:22,1.37
20241215 19:05:22,2.78
20241215 19:05:22,1.07
20241215 19:05:22,0.24
20241215 19:05:22,3.05
20241215 19:05:22,1.71
20241215 19:05:22,2.14
20241215 19:05:22,1.53
20241215 19:05:23,4.03
20241215 19:05:23,5.27
20241215 19:05:23,2.33
20241215 19:05:23,2.48
20241215 19:05:23,1.83
20241215 19:05:23,1.91
20241215 19:05:23,1.78
20241215 19:05:23,1.41
20241215 19:05:23,8.24
20241215 19:05:24,0.18
20241215 19:05:24,6.78
20241215 19:05:24,0.42
20241215 19:05:24,0.54
20241215 19:05:24,1.32
20241215 19:05:24,12.71
20241215 19:05:24,3.68
20241215 19:05:24,1.43
20241215 19:05:24,1.86
20241215 19:05:24,4.78
20241215 19:05:24,0.58
20241215 19:05:24,0.74
20241215 19:05:24,3.84
20241215 19:05:24,0.48
20241215 19:05:24,5.39
20241215 19:05:24,3.33
20241215 19:05:24,0.32
20241215 19:05:24,1.67
20241215 19:05:24,8.16
20241215 19:05:24,2.41
20241215 19:05:24,1.66
20241215 19:05:24,3.28
20241215 19:05:25,3.6
20241215 19:05:25,1.86
20241215 19:05:25,1.57
20241215 19:05:25,1.53
20241215 19:05:25,0.38
20241215 19:05:25,0.64
20241215 19:05:25,1.93
20241215 19:05:25,0.96
20241215 19:05:25,5.28
20241215 19:05:25,0.24
20241215 19:05:25,5.04
20241215 19:05:25,8.93
20241215 19:05:25,0.9
20241215 19:05:25,6.47
20241215 19:05:25,0.95
20241215 19:05:25,5.14
20241215 19:05:26,4.05
20241215 19:05:26,0.21
20241215 19:05:26,1.4
20241215 19:05:26,6.95
20241215 19:05:26,3.86
20241215 19:05:26,2.93
20241215 19:05:26,3.94
20241215 19:05:26,0.19
20241215 19:05:26,3.57
20241215 19:05:26,6.24
20241215 19:05:26,0.25
20241215 19:05:26,4.53
20241215 19:05:26,2.86
20241215 19:05:26,0.12
20241215 19:05:27,1.13
20241215 19:05:27,1.25
20241215 19:05:27,0.72
20241215 19:05:27,0.97
20241215 19:05:27,0.49
20241215 19:05:27,0.99
20241215 19:05:27,0.99
20241215 19:05:27,0.18
20241215 19:05:27,6.66
20241215 19:05:27,0.71
20241215 19:05:27,8.27
20241215 19:05:27,3.15
20241215 19:05:27,2.78
20241215 19:05:27,0.29
20241215 19:05:27,1.77
20241215 19:05:27,2.38
20241215 19:05:27,0.67
20241215 19:05:27,4.1
20241215 19:05:27,0.75
20241215 19:05:27,1.15
20241215 19:05:27,0.53
20241215 19:05:27,0.2
20241215 19:05:27,6.06
20241215 19:05:27,3.95
20241215 19:05:28,1.25
20241215 19:05:28,0.45
20241215 19:05:28,2.4
20241215 19:05:28,3.63
20241215 19:05:28,1.06
20241215 19:05:28,2
20241215 19:05:28,0.39
20241215 19:05:28,0.88
20241215 19:05:28,2.54
20241215 19:05:28,3.63
20241215 19:05:28,1.57
20241215 19:05:28,2.34
20241215 19:05:28,7.08
20241215 19:05:28,2.52
20241215 19:05:28,3.11
20241215 19:05:28,3.01
20241215 19:05:28,2.67
20241215 19:05:28,0.67
20241215 19:05:29,0.69
20241215 19:05:29,5.27
20241215 19:05:29,1.54
20241215 19:05:29,1.55
20241215 19:05:29,4.18
20241215 19:05:29,7.81
20241215 19:05:29,6.11
20241215 19:05:29,3.61
20241215 19:05:29,6.98
20241215 19:05:29,0.55
20241215 19:05:29,0.44
20241215 19:05:29,0.84
20241215 19:05:29,1.05
20241215 19:05:29,6.75
20241215 19:05:30,0.46
20241215 19:05:30,3.29
20241215 19:05:30,3.28
20241215 19:05:30,1.65
20241215 19:05:30,3.49
20241215 19:05:30,0.18
20241215 19:05:30,3.81
20241215 19:05:30,11.26
20241215 19:05:30,2.52
20241215 19:05:30,4.25
20241215 19:05:30,1.41
20241215 19:05:30,1.41
20241215 19:05:30,0.52
20241215 19:05:30,2.12
20241215 19:05:30,1.47
20241215 19:05:30,1.02
20241215 19:05:31,1.42
20241215 19:05:31,3.48
20241215 19:05:31,4.66
20241215 19:05:31,2.43
20241215 19:05:31,0.73
20241215 19:05:31,1.37
20241215 19:05:31,0.66
20241215 19:05:31,5.73
20241215 19:05:31,0.69
20241215 19:05:31,0.47
20241215 19:05:31,3.06
20241215 19:05:31,6.43
20241215 19:05:31,1.74
20241215 19:05:31,0.34
20241215 19:05:31,4.6
20241215 19:05:31,1.83
20241215 19:05:31,3.41
20241215 19:05:31,5.93
20241215 19:05:31,1.12
20241215 19:05:31,3.83
20241215 19:05:31,0.98
20241215 19:05:31,0.46
20241215 19:05:31,0.93
20241215 19:05:31,0.11
20241215 19:05:31,2.24
20241215 19:05:32,2.87
20241215 19:05:32,1.63
20241215 19:05:32,4.57
20241215 19:05:32,0.39
20241215 19:05:32,1.5
20241215 19:05:32,0.71
20241215 19:05:32,0.37
20241215 19:05:32,0.93
20241215 19:05:32,0.47
20241215 19:05:32,0.71
20241215 19:05:32,0.46
20241215 19:05:32,2.35
20241215 19:05:32,1.85
20241215 19:05:32,2.29
20241215 19:05:33,0.47
20241215 19:05:33,1.44
20241215 19:05:33,0.33
20241215 19:05:33,1.05
20241215 19:05:33,1.71
20241215 19:05:33,0.48
20241215 19:05:33,0.5
20241215 19:05:33,0.91
20241215 19:05:33,3.57
20241215 19:05:33,1.13
20241215 19:05:33,3.88
20241215 19:05:33,11.45
20241215 19:05:33,5.65
20241215 19:05:33,3.07
20241215 19:05:33,1.23
20241215 19:05:33,0.34
20241215 19:05:33,4.94
20241215 19:05:33,5.1
20241215 19:05:33,12.54
20241215 19:05:33,2.34
20241215 19:05:33,1.18
20241215 19:05:33,0.71
20241215 19:05:33,2.89
20241215 19:05:33,1.29
20241215 19:05:34,1.28
20241215 19:05:34,2.35
20241215 19:05:34,2.66
20241215 19:05:34,0.73
20241215 19:05:34,4.34
20241215 19:05:34,2.24
20241215 19:05:34,0.46
20241215 19:05:34,1.28
20241215 19:05:34,3.34
20241215 19:05:34,7.8
20241215 19:05:34,0.87
20241215 19:05:34,1.15
20241215 19:05:34,2.73
20241215 19:05:34,3.11
20241215 19:05:34,0.15
20241215 19:05:34,1.44
20241215 19:05:34,1.61
20241215 19:05:34,0.25
20241215 19:05:34,3.6
20241215 19:05:34,1.15
20241215 19:05:34,2.83
20241215 19:05:35,0.26
20241215 19:05:35,1.28
20241215 19:05:35,1.74
20241215 19:05:35,6.32
20241215 19:05:35,11.84
20241215 19:05:35,4.44
20241215 19:05:35,2.4
20241215 19:05:35,4.48
20241215 19:05:35,7.65
20241215 19:05:35,2.51
20241215 19:05:35,2.71
20241215 19:05:35,3.05
20241215 19:05:35,4.85
20241215 19:05:35,0.52
20241215 19:05:35,2.82
20241215 19:05:35,2.99
20241215 19:05:36,0.99
20241215 19:05:36,3.05
20241215 19:05:36,0.21
20241215 19:05:36,0.96
20241215 19:05:36,7.09
20241215 19:05:36,9.39
20241215 19:05:36,3.42
20241215 19:05:36,0.7
20241215 19:05:36,0.4
20241215 19:05:36,0.43
20241215 19:05:36,0.42
20241215 19:05:36,9.05
20241215 19:05:36,4.22
20241215 19:05:36,1.63
20241215 19:05:36,0.57
20241215 19:05:37,1.64
20241215 19:05:37,5.12
20241215 19:05:37,0.31
20241215 19:05:37,0.88
20241215 19:05:37,1.86
20241215 19:05:37,3.02
20241215 19:05:37,1.83
20241215 19:05:37,0.14
20241215 19:05:37,1.18
20241215 19:05:37,2.53
20241215 19:05:37,0.73
20241215 19:05:37,1.08
20241215 19:05:37,1.85
20241215 19:05:37,0.71
20241215 19:05:37,6.77
20241215 19:05:37,0.43
20241215 19:05:37,1.71
20241215 19:05:38,2.22
20241215 19:05:38,4.49
20241215 19:05:38,1.09
20241215 19:05:38,1.4
20241215 19:05:38,0.77
20241215 19:05:38,2.09
20241215 19:05:38,5.91
20241215 19:05:38,4.49
20241215 19:05:38,2.18
20241215 19:05:38,3.11
20241215 19:05:38,1.66
20241215 19:05:38,7.1
20241215 19:05:38,0.37
20241215 19:05:38,1.29
20241215 19:05:38,4.88
20241215 19:05:38,3.5
20241215 19:05:38,1.8
20241215 19:05:38,0.71
20241215 19:05:38,1.31
20241215 19:05:38,0.56
20241215 19:05:38,1.25
20241215 19:05:38,3.82
20241215 19:05:38,2.22
20241215 19:05:38,1.31
20241215 19:05:38,3.02
20241215 19:05:38,5.4
20241215 19:05:38,0.81
20241215 19:05:38,4.84
20241215 19:05:38,1.11
20241215 19:05:39,2.98
20241215 19:05:39,2.83
20241215 19:05:39,1.08
20241215 19:05:39,2.69
20241215 19:05:39,2.38
20241215 19:05:39,0.98
20241215 19:05:39,0.87
20241215 19:05:39,2.01
20241215 19:05:39,2.64
20241215 19:05:39,0.71
20241215 19:05:39,0.65
20241215 19:05:39,2.03
20241215 19:05:39,2.32
20241215 19:05:39,0.33
20241215 19:05:39,1.01
20241215 19:05:40,4.69
20241215 19:05:40,5.82
20241215 19:05:40,4.24
20241215 19:05:40,6.1
20241215 19:05:40,2.08
20241215 19:05:40,3.58
20241215 19:05:40,5.33
20241215 19:05:40,3.87
20241215 19:05:40,3.23
20241215 19:05:40,1.62
20241215 19:05:40,7.55
20241215 19:05:40,2.47
20241215 19:05:40,2.66
20241215 19:05:40,2.06
20241215 19:05:40,1.34
20241215 19:05:41,1.45
20241215 19:05:41,0.47
20241215 19:05:41,0.13
20241215 19:05:41,0.9
20241215 19:05:41,0.22
20241215 19:05:41,1.44
20241215 19:05:41,1.92
20241215 19:05:41,2.16
20241215 19:05:41,0.93
20241215 19:05:41,0.33
20241215 19:05:41,2.23
20241215 19:05:41,1.95
20241215 19:05:41,2.24
20241215 19:05:41,0.39
20241215 19:05:41,0.36
20241215 19:05:41,1.85
20241215 19:05:41,1.8
20241215 19:05:41,7.39
20241215 19:05:41,3.73
20241215 19:05:41,3.25
20241215 19:05:41,4.15
20241215 19:05:41,1.49
20241215 19:05:42,0.44
20241215 19:05:42,0.53
20241215 19:05:42,3.31
20241215 19:05:42,1.62
20241215 19:05:42,1.13
20241215 19:05:42,5.04
20241215 19:05:42,3.12
20241215 19:05:42,1.74
20241215 19:05:42,0.19
20241215 19:05:42,4.9
20241215 19:05:42,4.02
20241215 19:05:42,0.14
20241215 19:05:43,0.8
20241215 19:05:43,0.92
20241215 19:05:43,0.69
20241215 19:05:43,8.2
20241215 19:05:43,8.31
20241215 19:05:43,0.78
20241215 19:05:43,2.45
20241215 19:05:43,1.38
20241215 19:05:43,0.39
20241215 19:05:43,0.94
20241215 19:05:43,2.24
20241215 19:05:43,2.21
20241215 19:05:43,0.96
20241215 19:05:43,2.23
20241215 19:05:43,1.15
20241215 19:05:43,0.16
20241215 19:05:43,1.89
20241215 19:05:43,2.27
20241215 19:05:43,0.75
20241215 19:05:43,0.75
20241215 19:05:44,3.01
20241215 19:05:44,0.23
20241215 19:05:44,1.85
20241215 19:05:44,6.21
20241215 19:05:44,5.82
20241215 19:05:44,6.32
20241215 19:05:44,2.94
20241215 19:05:44,1.1
20241215 19:05:44,0.28
20241215 19:05:44,4.23
20241215 19:05:44,0.52
20241215 19:05:44,6.93
20241215 19:05:44,0.43
20241215 19:05:44,3.71
20241215 19:05:44,0.53
20241215 19:05:44,0.28
20241215 19:05:45,1.79
20241215 19:05:45,3.73
20241215 19:05:45,1.35
20241215 19:05:45,1.47
20241215 19:05:45,1.94
20241215 19:05:45,4.38
20241215 19:05:45,0.1
20241215 19:05:45,1.52
20241215 19:05:45,0.76
20241215 19:05:45,0.31
20241215 19:05:45,1.82
20241215 19:05:45,0.12
20241215 19:05:45,1.42
20241215 19:05:45,1.74
20241215 19:05:45,1.89
20241215 19:05:45,3.67
20241215 19:05:45,2.76
20241215 19:05:45,0.18
20241215 19:05:45,1.13
20241215 19:05:45,1.84
20241215 19:05:45,0.31
20241215 19:05:45,1.36
20241215 19:05:45,0.57
20241215 19:05:45,1.25
20241215 19:05:45,2.59
20241215 19:05:45,5.99
20241215 19:05:45,0.53
20241215 19:05:46,5.37
20241215 19:05:46,2.41
20241215 19:05:46,13.29
20241215 19:05:46,0.61
20241215 19:05:46,3.73
20241215 19:05:46,0.13
20241215 19:05:46,1.51
20241215 19:05:46,1.51
20241215 19:05:47,2.25
20241215 19:05:47,0.95
20241215 19:05:47,2.92
20241215 19:05:47,1.85
20241215 19:05:47,3.13
20241215 19:05:47,1.21
20241215 19:05:47,2.29
20241215 19:05:47,2.54
20241215 19:05:47,1.92
20241215 19:05:47,0.91
20241215 19:05:47,3.01
20241215 19:05:47,5.02
20241215 19:05:47,8.21
20241215 19:05:47,2.77
20241215 19:05:47,0.66
20241215 19:05:47,4.4
20241215 19:05:47,0.72
20241215 19:05:47,0.67
20241215 19:05:48,8.21
20241215 19:05:48,0.1
20241215 19:05:48,1.53
20241215 19:05:48,0.53
20241215 19:05:48,0.52
20241215 19:05:48,0.26
20241215 19:05:48,4.89
20241215 19:05:48,3.73
20241215 19:05:48,8.57
20241215 19:05:48,3.86
20241215 19:05:48,0.15
20241215 19:05:48,4.01
20241215 19:05:48,2.64
20241215 19:05:48,1.38
20241215 19:05:48,0.58
20241215 19:05:48,1.09
20241215 19:05:48,4.78
20241215 19:05:48,1.01
20241215 19:05:48,2.74
20241215 19:05:48,1.45
20241215 19:05:49,3.15
20241215 19:05:49,1.78
20241215 19:05:49,1.17
20241215 19:05:49,1.71
20241215 19:05:49,0.59
20241215 19:05:49,1.16
20241215 19:05:49,0.34
20241215 19:05:49,1.89
20241215 19:05:49,1.13
20241215 19:05:49,9.04
20241215 19:05:49,1.34
20241215 19:05:49,0.58
20241215 19:05:49,0.47
20241215 19:05:49,1.77
20241215 19:05:49,0.6
20241215 19:05:49,3.72
20241215 19:05:49,1.41
20241215 19:05:49,2.96
20241215 19:05:49,1.05
20241215 19:05:49,2.3
20241215 19:05:49,0.88
20241215 19:05:49,4.98
20241215 19:05:49,3.94
20241215 19:05:49,6.39
20241215 19:05:49,3.52
20241215 19:05:49,3.38
20241215 19:05:49,0.19
20241215 19:05:50,3.37
20241215 19:05:50,0.61
20241215 19:05:50,0.36
20241215 19:05:50,1.99
20241215 19:05:50,1.56
20241215 19:05:50,2.65
20241215 19:05:50,4.34
20241215 19:05:50,0.24
20241215 19:05:50,1.02
20241215 19:05:50,1.93
20241215 19:05:50,3.04
20241215 19:05:50,5.55
20241215 19:05:50,0.36
20241215 19:05:50,2.16
20241215 19:05:50,3.79
20241215 19:05:50,2.7
20241215 19:05:50,1.74
20241215 19:05:50,0.22
20241215 19:05:50,0.64
20241215 19:05:51,3.2
20241215 19:05:51,3.11
20241215 19:05:51,2.94
20241215 19:05:51,2.42
20241215 19:05:51,0.43
20241215 19:05:51,1.94
20241215 19:05:51,0.1
20241215 19:05:51,2.52
20241215 19:05:51,3.19
20241215 19:05:51,0.86
20241215 19:05:51,5.47
20241215 19:05:51,0.64
20241215 19:05:51,0.55
20241215 19:05:51,0.64
20241215 19:05:51,2.66
20241215 19:05:52,0.5
20241215 19:05:52,1.7
20241215 19:05:52,0.37
20241215 19:05:52,8.06
20241215 19:05:52,1.92
20241215 19:05:52,5.34
20241215 19:05:52,0.1
20241215 19:05:52,3.56
20241215 19:05:52,3.66
20241215 19:05:52,2.85
20241215 19:05:52,0.56
20241215 19:05:52,5.36
20241215 19:05:52,0.36
20241215 19:05:52,0.88
20241215 19:05:52,0.26
20241215 19:05:52,0.21
20241215 19:05:52,1.28
20241215 19:05:52,1.33
20241215 19:05:53,1.92
20241215 19:05:53,2.38
20241215 19:05:53,0.64
20241215 19:05:53,1.35
20241215 19:05:53,1.01
20241215 19:05:53,4.45
20241215 19:05:53,0.53
20241215 19:05:53,1.39
20241215 19:05:53,3.47
20241215 19:05:53,1.25
20241215 19:05:53,0.47
20241215 19:05:53,0.3
20241215 19:05:53,0.46
20241215 19:05:54,0.71
20241215 19:05:54,1.37
20241215 19:05:54,3.62
20241215 19:05:54,1.59
20241215 19:05:54,0.21
20241215 19:05:54,0.98
20241215 19:05:54,3.94
20241215 19:05:54,0.45
20241215 19:05:54,5.74
20241215 19:05:54,0.41
20241215 19:05:54,0.99
20241215 19:05:54,0.43
20241215 19:05:54,4.38
20241215 19:05:54,0.37
20241215 19:05:54,1.55
20241215 19:05:55,3.17
20241215 19:05:55,0.91
20241215 19:05:55,3.02
20241215 19:05:55,1.73
20241215 19:05:55,0.39
20241215 19:05:55,1.15
20241215 19:05:55,0.25
20241215 19:05:55,2.56
20241215 19:05:55,0.37
20241215 19:05:55,1.08
20241215 19:05:55,0.64
20241215 19:05:55,3.37
20241215 19:05:55,0.72
20241215 19:05:55,1.02
20241215 19:05:55,5.43
20241215 19:05:55,1.45
20241215 19:05:55,5.74
20241215 19:05:55,2.42
20241215 19:05:55,5.67
20241215 19:05:55,2.37
20241215 19:05:55,0.74
20241215 19:05:56,5.42
20241215 19:05:56,0.78
20241215 19:05:56,0.52
20241215 19:05:56,1.28
20241215 19:05:56,0.62
20241215 19:05:56,1.95
20241215 19:05:56,1.17
20241215 19:05:56,2.06
20241215 19:05:56,1.32
20241215 19:05:56,6.87
20241215 19:05:56,0.15
20241215 19:05:56,1.2
20241215 19:05:56,0.4
20241215 19:05:56,1.01
20241215 19:05:56,3.24
20241215 19:05:56,3.31
20241215 19:05:56,1.76
20241215 19:05:56,4.95
20241215 19:05:56,1.52
20241215 19:05:56,2.59
20241215 19:05:56,0.3
20241215 19:05:56,2.08
20241215 19:05:56,0.37
20241215 19:05:56,3.36
20241215 19:05:57,5.27
20241215 19:05:57,0.98
20241215 19:05:57,2.58
20241215 19:05:57,4.14
20241215 19:05:57,0.42
20241215 19:05:57,0.96
20241215 19:05:57,1.81
20241215 19:05:57,0.79
20241215 19:05:57,1.82
20241215 19:05:57,2.53
20241215 19:05:57,0.14
20241215 19:05:57,1.49
20241215 19:05:57,0.65
20241215 19:05:57,2
20241215 19:05:57,3
20241215 19:05:57,0.45
20241215 19:05:58,4.6
20241215 19:05:58,0.72
20241215 19:05:58,4.75
20241215 19:05:58,8.83
20241215 19:05:58,0.14
20241215 19:05:58,1.03
20241215 19:05:58,2.02
20241215 19:05:58,2.8
20241215 19:05:58,0.24
20241215 19:05:58,4.74
20241215 19:05:58,2.07
20241215 19:05:58,1.65
20241215 19:05:58,8.31
20241215 19:05:58,4.77
20241215 19:05:58,0.8
20241215 19:05:59,2.33
20241215 19:05:59,0.21
20241215 19:05:59,1.98
20241215 19:05:59,4.31
20241215 19:05:59,1.11
20241215 19:05:59,0.51
20241215 19:05:59,3.15
20241215 19:05:59,0.67
20241215 19:05:59,2.8
20241215 19:05:59,0.77
20241215 19:05:59,1.94
20241215 19:05:59,1.53
20241215 19:05:59,1.24
20241215 19:05:59,6.12
20241215 19:05:59,0.78
20241215 19:05:59,2.2
20241215 19:05:59,1.16
20241215 19:05:59,1.95
20241215 19:05:59,3.13
20241215 19:05:59,2.03
20241215 19:05:59,0.45
20241215 19:05:59,6.46
20241215 19:05:59,3.4
20241215 19:05:59,0.43
20241215 19:05:59,5.92
20241215 19:05:59,0.25
20241215 19:06:00,2.34
20241215 19:06:00,1.38
20241215 19:06:00,1.01
20241215 19:06:00,1.6
20241215 19:06:00,0.91
20241215 19:06:00,2.1
20241215 19:06:00,1.29
20241215 19:06:00,1.22
20241215 19:06:00,2.21
20241215 19:06:00,0.75
20241215 19:06:00,6.04
20241215 19:06:00,0.27
20241215 19:06:00,0.39
20241215 19:06:01,1.36
20241215 19:06:01,0.62
20241215 19:06:01,0.68
20241215 19:06:01,0.16
20241215 19:06:01,4.63
20241215 19:06:01,5.83
20241215 19:06:01,0.83
20241215 19:06:01,1.62
20241215 19:06:01,0.66
20241215 19:06:01,1.61
20241215 19:06:01,0.85
20241215 19:06:02,0.63
20241215 19:06:02,0.54
20241215 19:06:02,0.92
20241215 19:06:02,0.26
20241215 19:06:02,0.68
20241215 19:06:02,0.25
20241215 19:06:02,1.78
20241215 19:06:02,5.23
20241215 19:06:02,8.05
20241215 19:06:02,1.34
20241215 19:06:02,3.26
20241215 19:06:02,0.34
20241215 19:06:02,1.23
20241215 19:06:02,1.31
20241215 19:06:02,0.43
20241215 19:06:03,1.78
20241215 19:06:03,2.57
20241215 19:06:03,0.93
20241215 19:06:03,2.92
20241215 19:06:03,0.12
20241215 19:06:03,2.92
20241215 19:06:03,1.27
20241215 19:06:03,0.25
20241215 19:06:03,1.58
20241215 19:06:03,2.78
20241215 19:06:03,0.35
20241215 19:06:03,4.7
20241215 19:06:03,0.71
20241215 19:06:03,2.12
20241215 19:06:03,0.41
20241215 19:06:04,2.05
20241215 19:06:04,7.64
20241215 19:06:04,3.5
20241215 19:06:04,1.29
20241215 19:06:04,0.6
20241215 19:06:04,1.25
20241215 19:06:04,1.44
20241215 19:06:04,1.67
20241215 19:06:04,0.39
20241215 19:06:04,5.2
20241215 19:06:04,0.49
20241215 19:06:04,1.05
20241215 19:06:04,1.91
20241215 19:06:04,0.62
20241215 19:06:04,0.83
20241215 19:06:04,1.2
20241215 19:06:04,4.33
20241215 19:06:05,3.33
20241215 19:06:05,0.38
20241215 19:06:05,2.35
20241215 19:06:05,4.96
20241215 19:06:05,0.85
20241215 19:06:05,3.58
20241215 19:06:05,0.31
20241215 19:06:05,2.29
20241215 19:06:05,1.08
20241215 19:06:05,0.2
20241215 19:06:05,6.16
20241215 19:06:05,2.74
20241215 19:06:05,1.29
20241215 19:06:05,3.39
20241215 19:06:05,0.62
20241215 19:06:05,0.96
20241215 19:06:05,3.31
20241215 19:06:05,0.43
20241215 19:06:05,0.32
20241215 19:06:05,4.61
20241215 19:06:05,4.23
20241215 19:06:05,4.2
20241215 19:06:05,6.45
20241215 19:06:05,12.25
20241215 19:06:06,2.47
20241215 19:06:06,0.5
20241215 19:06:06,0.38
20241215 19:06:06,3.19
20241215 19:06:06,0.3
20241215 19:06:06,1.93
20241215 19:06:06,7.36
20241215 19:06:06,1.41
20241215 19:06:06,0.42
20241215 19:06:06,2.14
20241215 19:06:06,7.11
20241215 19:06:06,0.35
20241215 19:06:06,4.4
20241215 19:06:06,5.07
20241215 19:06:06,2.12
20241215 19:06:06,2.19
20241215 19:06:06,5.3
20241215 19:06:06,2.84
20241215 19:06:06,2.07
20241215 19:06:06,1.12
20241215 19:06:07,1.5
20241215 19:06:07,0.23
20241215 19:06:07,0.83
20241215 19:06:07,3.78
20241215 19:06:07,1.53
20241215 19:06:07,6.04
20241215 19:06:07,0.41
20241215 19:06:07,1.13
20241215 19:06:07,4.45
20241215 19:06:07,9.44
20241215 19:06:07,0.55
20241215 19:06:07,1.95
20241215 19:06:07,1.37
20241215 19:06:07,0.43
20241215 19:06:07,0.53
20241215 19:06:07,6.53
