μ子数据
开始时间,19:30:20
20241215 19:31:21,1.26
20241215 19:31:21,6.52
20241215 19:31:21,5.29
20241215 19:31:21,0.85
20241215 19:31:21,2.2
20241215 19:31:22,2.93
20241215 19:31:22,3.46
20241215 19:31:22,0.67
20241215 19:31:22,1.1
20241215 19:31:22,3.42
20241215 19:31:22,0.95
20241215 19:31:22,0.24
20241215 19:31:22,4.2
20241215 19:31:22,0.47
20241215 19:31:22,9.17
20241215 19:31:22,0.22
20241215 19:31:22,2.36
20241215 19:31:22,1.78
20241215 19:31:22,2.37
20241215 19:31:22,2.83
20241215 19:31:22,0.24
20241215 19:31:22,1.21
20241215 19:31:22,7.41
20241215 19:31:22,3.3
20241215 19:31:22,0.48
20241215 19:31:22,2.87
20241215 19:31:22,6.32
20241215 19:31:23,1.29
20241215 19:31:23,5.42
20241215 19:31:23,6.08
20241215 19:31:23,0.59
20241215 19:31:23,0.7
20241215 19:31:23,0.62
20241215 19:31:23,3.76
20241215 19:31:23,3.84
20241215 19:31:23,0.94
20241215 19:31:23,4.5
20241215 19:31:23,0.53
20241215 19:31:23,0.91
20241215 19:31:24,0.35
20241215 19:31:24,0.8
20241215 19:31:24,0.78
20241215 19:31:24,1.63
20241215 19:31:24,0.72
20241215 19:31:24,4.36
20241215 19:31:24,1.86
20241215 19:31:24,0.93
20241215 19:31:24,1.48
20241215 19:31:24,2.17
20241215 19:31:24,0.81
20241215 19:31:24,0.33
20241215 19:31:24,0.98
20241215 19:31:24,0.96
20241215 19:31:24,0.88
20241215 19:31:24,8.88
20241215 19:31:25,5.27
20241215 19:31:25,0.44
20241215 19:31:25,2.48
20241215 19:31:25,1.1
20241215 19:31:25,2.55
20241215 19:31:25,4.41
20241215 19:31:25,2.38
20241215 19:31:25,4.93
20241215 19:31:25,6.36
20241215 19:31:25,0.63
20241215 19:31:25,0.89
20241215 19:31:25,0.39
20241215 19:31:25,1.82
20241215 19:31:25,1.79
20241215 19:31:25,0.26
20241215 19:31:25,6.03
20241215 19:31:25,3.02
20241215 19:31:25,0.89
20241215 19:31:25,5.82
20241215 19:31:25,0.18
20241215 19:31:26,0.4
20241215 19:31:26,1.21
20241215 19:31:26,0.46
20241215 19:31:26,1.27
20241215 19:31:26,0.25
20241215 19:31:26,0.18
20241215 19:31:26,0.27
20241215 19:31:26,0.9
20241215 19:31:26,3.64
20241215 19:31:26,0.46
20241215 19:31:26,3.08
20241215 19:31:26,7.14
20241215 19:31:26,4.09
20241215 19:31:26,5
20241215 19:31:26,10.06
20241215 19:31:26,0.33
20241215 19:31:26,3.7
20241215 19:31:26,4.78
20241215 19:31:27,0.66
20241215 19:31:27,1.25
20241215 19:31:27,7.8
20241215 19:31:27,2.57
20241215 19:31:27,0.12
20241215 19:31:27,1.58
20241215 19:31:27,0.4
20241215 19:31:27,0.91
20241215 19:31:27,6.98
20241215 19:31:27,1.24
20241215 19:31:27,1
20241215 19:31:27,1.39
20241215 19:31:27,3.36
20241215 19:31:27,4.4
20241215 19:31:27,7.86
20241215 19:31:27,0.63
20241215 19:31:27,10.75
20241215 19:31:27,12.52
20241215 19:31:27,1.22
20241215 19:31:28,0.52
20241215 19:31:28,3.21
20241215 19:31:28,0.18
20241215 19:31:28,1.22
20241215 19:31:28,1.71
20241215 19:31:28,5.87
20241215 19:31:28,1.31
20241215 19:31:28,0.93
20241215 19:31:28,0.1
20241215 19:31:28,5.27
20241215 19:31:28,1.48
20241215 19:31:28,1.44
20241215 19:31:28,0.25
20241215 19:31:28,1.64
20241215 19:31:28,0.87
20241215 19:31:28,0.95
20241215 19:31:28,3.15
20241215 19:31:28,3.5
20241215 19:31:29,4.54
20241215 19:31:29,2.15
20241215 19:31:29,2.64
20241215 19:31:29,2.3
20241215 19:31:29,0.77
20241215 19:31:29,0.96
20241215 19:31:29,3.6
20241215 19:31:29,0.78
20241215 19:31:29,1.77
20241215 19:31:29,1.29
20241215 19:31:29,2.72
20241215 19:31:29,3.01
20241215 19:31:29,1.54
20241215 19:31:29,0.11
20241215 19:31:29,4.25
20241215 19:31:29,0.97
20241215 19:31:29,3.39
20241215 19:31:29,0.81
20241215 19:31:29,3.65
20241215 19:31:29,3.28
20241215 19:31:29,0.11
20241215 19:31:30,3.04
20241215 19:31:30,0.17
20241215 19:31:30,11.43
20241215 19:31:30,1.98
20241215 19:31:30,3.52
20241215 19:31:30,2.2
20241215 19:31:30,7.04
20241215 19:31:30,0.24
20241215 19:31:30,0.15
20241215 19:31:30,0.34
20241215 19:31:30,3.71
20241215 19:31:30,4.15
20241215 19:31:30,9.76
20241215 19:31:30,0.64
20241215 19:31:30,3.04
20241215 19:31:30,0.7
20241215 19:31:30,1.28
20241215 19:31:30,4.06
20241215 19:31:30,0.46
20241215 19:31:30,2.16
20241215 19:31:30,0.65
20241215 19:31:30,0.45
20241215 19:31:30,1.02
20241215 19:31:30,2.32
20241215 19:31:30,3.47
20241215 19:31:30,0.93
20241215 19:31:31,2.47
20241215 19:31:31,5.4
20241215 19:31:31,2.18
20241215 19:31:31,3.08
20241215 19:31:31,8.51
20241215 19:31:31,4.54
20241215 19:31:31,1.66
20241215 19:31:31,1.16
20241215 19:31:31,1.95
20241215 19:31:31,3.08
20241215 19:31:31,3.03
20241215 19:31:31,0.12
20241215 19:31:31,5.24
20241215 19:31:31,0.79
20241215 19:31:31,11.04
20241215 19:31:31,0.25
20241215 19:31:31,1.08
20241215 19:31:31,4.82
20241215 19:31:31,1.66
20241215 19:31:32,0.14
20241215 19:31:32,0.7
20241215 19:31:32,0.6
20241215 19:31:32,1.14
20241215 19:31:32,0.89
20241215 19:31:32,1.07
20241215 19:31:32,1.94
20241215 19:31:32,1.59
20241215 19:31:32,3.89
20241215 19:31:32,3.16
20241215 19:31:32,0.8
20241215 19:31:32,0.24
20241215 19:31:32,2.18
20241215 19:31:32,5.28
20241215 19:31:32,0.49
20241215 19:31:32,1.5
20241215 19:31:32,4.19
20241215 19:31:33,2.76
20241215 19:31:33,1.82
20241215 19:31:33,0.75
20241215 19:31:33,2.03
20241215 19:31:33,1.88
20241215 19:31:33,0.48
20241215 19:31:33,1.43
20241215 19:31:33,1.07
20241215 19:31:33,1.81
20241215 19:31:33,0.4
20241215 19:31:33,1.88
20241215 19:31:33,2.67
20241215 19:31:33,4.12
20241215 19:31:33,1.61
20241215 19:31:34,1.81
20241215 19:31:34,0.24
20241215 19:31:34,0.85
20241215 19:31:34,0.21
20241215 19:31:34,5.47
20241215 19:31:34,4.51
20241215 19:31:34,6.65
20241215 19:31:34,2.75
20241215 19:31:34,3.29
20241215 19:31:34,1.17
20241215 19:31:34,3.12
20241215 19:31:34,0.27
20241215 19:31:34,4.78
20241215 19:31:34,0.1
20241215 19:31:34,3.73
20241215 19:31:34,0.36
20241215 19:31:34,0.51
20241215 19:31:34,0.85
20241215 19:31:34,1.72
20241215 19:31:34,1.54
20241215 19:31:35,3.15
20241215 19:31:35,0.12
20241215 19:31:35,2.32
20241215 19:31:35,3.19
20241215 19:31:35,2.54
20241215 19:31:35,2.88
20241215 19:31:35,8.9
20241215 19:31:35,1.8
20241215 19:31:35,1.28
20241215 19:31:35,0.4
20241215 19:31:35,4.54
20241215 19:31:35,1.1
20241215 19:31:35,1.39
20241215 19:31:36,0.52
20241215 19:31:36,0.13
20241215 19:31:36,2.73
20241215 19:31:36,10.8
20241215 19:31:36,0.76
20241215 19:31:36,8.88
20241215 19:31:36,0.72
20241215 19:31:36,6.67
20241215 19:31:36,2.72
20241215 19:31:36,2.34
20241215 19:31:36,0.7
20241215 19:31:36,7.77
20241215 19:31:36,2.49
20241215 19:31:36,0.27
20241215 19:31:36,4.17
20241215 19:31:36,1.28
20241215 19:31:36,3.17
20241215 19:31:36,0.58
20241215 19:31:36,3.11
20241215 19:31:36,1.82
20241215 19:31:36,2.01
20241215 19:31:36,2.88
20241215 19:31:36,3.96
20241215 19:31:36,10.8
20241215 19:31:37,1.08
20241215 19:31:37,0.64
20241215 19:31:37,1.12
20241215 19:31:37,0.44
20241215 19:31:37,1.97
20241215 19:31:37,0.35
20241215 19:31:37,0.27
20241215 19:31:37,0.89
20241215 19:31:37,0.15
20241215 19:31:37,2.06
20241215 19:31:37,7.23
20241215 19:31:37,1.74
20241215 19:31:37,1.86
20241215 19:31:37,0.23
20241215 19:31:38,4.89
20241215 19:31:38,4.49
20241215 19:31:38,0.17
20241215 19:31:38,3.13
20241215 19:31:38,2.21
20241215 19:31:38,1.1
20241215 19:31:38,0.21
20241215 19:31:38,6.4
20241215 19:31:38,0.49
20241215 19:31:38,1.27
20241215 19:31:38,0.64
20241215 19:31:38,2.87
20241215 19:31:38,1.38
20241215 19:31:38,1.14
20241215 19:31:38,0.79
20241215 19:31:38,4.65
20241215 19:31:38,1.47
20241215 19:31:39,1.19
20241215 19:31:39,5.99
20241215 19:31:39,1.33
20241215 19:31:39,0.36
20241215 19:31:39,5.86
20241215 19:31:39,0.92
20241215 19:31:39,0.92
20241215 19:31:39,1.3
20241215 19:31:39,1.85
20241215 19:31:39,1.86
20241215 19:31:39,2.07
20241215 19:31:39,1.05
20241215 19:31:39,1.78
20241215 19:31:40,0.96
20241215 19:31:40,1.9
20241215 19:31:40,1.92
20241215 19:31:40,1.75
20241215 19:31:40,1.95
20241215 19:31:40,6.19
20241215 19:31:40,3.87
20241215 19:31:40,0.89
20241215 19:31:40,0.95
20241215 19:31:40,0.61
20241215 19:31:40,2.26
20241215 19:31:40,2.09
20241215 19:31:40,0.35
20241215 19:31:40,0.21
20241215 19:31:40,1.12
20241215 19:31:40,1.5
20241215 19:31:40,1.63
20241215 19:31:40,1.89
20241215 19:31:40,0.47
20241215 19:31:40,3.75
20241215 19:31:41,0.85
20241215 19:31:41,1.39
20241215 19:31:41,1.07
20241215 19:31:41,1.36
20241215 19:31:41,3.17
20241215 19:31:41,1.98
20241215 19:31:41,2.99
20241215 19:31:41,2.31
20241215 19:31:41,0.35
20241215 19:31:41,1.39
20241215 19:31:41,0.93
20241215 19:31:41,1.74
20241215 19:31:41,1.21
20241215 19:31:41,2.09
20241215 19:31:41,2.37
20241215 19:31:41,2.05
20241215 19:31:41,3.29
20241215 19:31:41,0.4
20241215 19:31:41,0.26
20241215 19:31:41,2.78
20241215 19:31:41,3.32
20241215 19:31:41,1.97
20241215 19:31:41,1.36
20241215 19:31:42,4.13
20241215 19:31:42,5.04
20241215 19:31:42,7.03
20241215 19:31:42,0.13
20241215 19:31:42,0.97
20241215 19:31:42,0.29
20241215 19:31:42,0.69
20241215 19:31:42,2.88
20241215 19:31:42,2.87
20241215 19:31:42,0.63
20241215 19:31:42,4.36
20241215 19:31:42,4.64
20241215 19:31:42,0.32
20241215 19:31:42,7.24
20241215 19:31:42,1.73
20241215 19:31:42,1.66
20241215 19:31:42,0.44
20241215 19:31:43,0.19
20241215 19:31:43,1.34
20241215 19:31:43,0.42
20241215 19:31:43,5.92
20241215 19:31:43,0.4
20241215 19:31:43,2.77
20241215 19:31:43,1.72
20241215 19:31:43,2.33
20241215 19:31:43,1.49
20241215 19:31:43,2.87
20241215 19:31:43,6.48
20241215 19:31:43,0.63
20241215 19:31:43,0.89
20241215 19:31:43,0.98
20241215 19:31:43,2.25
20241215 19:31:43,2.14
20241215 19:31:43,3.1
20241215 19:31:43,3.7
20241215 19:31:43,0.74
20241215 19:31:43,0.44
20241215 19:31:43,0.14
20241215 19:31:44,6.08
20241215 19:31:44,0.89
20241215 19:31:44,4.16
20241215 19:31:44,0.77
20241215 19:31:44,5.61
20241215 19:31:44,2.8
20241215 19:31:44,0.43
20241215 19:31:44,0.54
20241215 19:31:44,0.81
20241215 19:31:44,3.78
20241215 19:31:44,0.56
20241215 19:31:44,0.23
20241215 19:31:44,5.99
20241215 19:31:44,2.62
20241215 19:31:44,1.49
20241215 19:31:44,10.02
20241215 19:31:45,0.15
20241215 19:31:45,3.27
20241215 19:31:45,1.86
20241215 19:31:45,2.2
20241215 19:31:45,3.04
20241215 19:31:45,2.33
20241215 19:31:45,4.22
20241215 19:31:45,4.27
20241215 19:31:45,1.07
20241215 19:31:45,0.79
20241215 19:31:45,3.33
20241215 19:31:46,3.47
20241215 19:31:46,0.45
20241215 19:31:46,5.95
20241215 19:31:46,4.37
20241215 19:31:46,1.78
20241215 19:31:46,4.54
20241215 19:31:47,0.7
20241215 19:31:47,0.58
20241215 19:31:47,2.52
20241215 19:31:47,1.41
20241215 19:31:47,0.58
20241215 19:31:47,2.86
20241215 19:31:47,4.12
20241215 19:31:47,1.47
20241215 19:31:47,0.76
20241215 19:31:47,5.41
20241215 19:31:47,0.34
20241215 19:31:47,4.79
20241215 19:31:47,1.2
20241215 19:31:47,0.12
20241215 19:31:47,1.19
20241215 19:31:47,0.96
20241215 19:31:48,0.54
20241215 19:31:48,3.85
20241215 19:31:48,6.7
20241215 19:31:48,2.52
20241215 19:31:48,0.72
20241215 19:31:48,1.06
20241215 19:31:48,0.97
20241215 19:31:48,0.65
20241215 19:31:48,1.28
20241215 19:31:48,1.28
20241215 19:31:48,0.9
20241215 19:31:48,0.66
20241215 19:31:48,0.53
20241215 19:31:48,0.98
20241215 19:31:48,3.92
20241215 19:31:48,2.07
20241215 19:31:48,1.95
20241215 19:31:48,0.57
20241215 19:31:48,0.72
20241215 19:31:48,0.61
20241215 19:31:48,1.22
20241215 19:31:49,4.18
20241215 19:31:49,2.66
20241215 19:31:49,1.63
20241215 19:31:49,3.07
20241215 19:31:49,2.57
20241215 19:31:49,0.52
20241215 19:31:49,2.32
20241215 19:31:49,0.16
20241215 19:31:49,3.42
20241215 19:31:49,1.49
20241215 19:31:49,0.35
20241215 19:31:49,0.8
20241215 19:31:49,3.52
20241215 19:31:49,3.28
20241215 19:31:49,2.64
20241215 19:31:49,1.16
20241215 19:31:49,3.5
20241215 19:31:49,2.69
20241215 19:31:49,1.54
20241215 19:31:49,0.84
20241215 19:31:49,0.34
20241215 19:31:49,1.18
20241215 19:31:50,3.22
20241215 19:31:50,13.75
20241215 19:31:50,0.23
20241215 19:31:50,1.15
20241215 19:31:50,0.5
20241215 19:31:50,3.84
20241215 19:31:50,0.67
20241215 19:31:50,0.89
20241215 19:31:50,18.17
20241215 19:31:50,2.6
20241215 19:31:50,0.61
20241215 19:31:50,2.71
20241215 19:31:50,1.88
20241215 19:31:50,0.12
20241215 19:31:50,8.74
20241215 19:31:50,0.71
20241215 19:31:50,4.94
20241215 19:31:50,3.4
20241215 19:31:50,0.13
20241215 19:31:50,3.02
20241215 19:31:50,1.48
20241215 19:31:50,2.04
20241215 19:31:50,1.26
20241215 19:31:50,3.04
20241215 19:31:50,2.76
20241215 19:31:51,0.64
20241215 19:31:51,1.61
20241215 19:31:51,2.48
20241215 19:31:51,5.6
20241215 19:31:51,0.31
20241215 19:31:51,2.87
20241215 19:31:51,5.35
20241215 19:31:51,3.91
20241215 19:31:51,2.59
20241215 19:31:51,5.48
20241215 19:31:51,3.78
20241215 19:31:51,5.11
20241215 19:31:51,0.62
20241215 19:31:51,1.3
20241215 19:31:51,1.16
20241215 19:31:51,6.64
20241215 19:31:51,4.88
20241215 19:31:51,0.32
20241215 19:31:52,2.4
20241215 19:31:52,1.53
20241215 19:31:52,2.19
20241215 19:31:52,2.57
20241215 19:31:52,1.22
20241215 19:31:52,0.18
20241215 19:31:52,0.35
20241215 19:31:52,0.63
20241215 19:31:52,3.22
20241215 19:31:52,4.39
20241215 19:31:52,1.16
20241215 19:31:52,2.42
20241215 19:31:52,1.98
20241215 19:31:52,0.21
20241215 19:31:53,2.64
20241215 19:31:53,1.37
20241215 19:31:53,0.37
20241215 19:31:53,0.53
20241215 19:31:53,6.48
20241215 19:31:53,0.84
20241215 19:31:53,2.56
20241215 19:31:53,0.14
20241215 19:31:53,4.93
20241215 19:31:53,1.35
20241215 19:31:53,2.88
20241215 19:31:53,0.87
20241215 19:31:53,3.71
20241215 19:31:53,2.52
20241215 19:31:53,1.36
20241215 19:31:53,1.79
20241215 19:31:53,3.55
20241215 19:31:53,3.17
20241215 19:31:53,5.4
20241215 19:31:54,1.77
20241215 19:31:54,3.83
20241215 19:31:54,0.72
20241215 19:31:54,0.98
20241215 19:31:54,4.95
20241215 19:31:54,7.08
20241215 19:31:54,2.65
20241215 19:31:54,1.42
20241215 19:31:54,7.38
20241215 19:31:54,0.17
20241215 19:31:55,6.53
20241215 19:31:55,0.13
20241215 19:31:55,3.42
20241215 19:31:55,2.05
20241215 19:31:55,4.45
20241215 19:31:55,1.89
20241215 19:31:55,1.34
20241215 19:31:55,1.31
20241215 19:31:55,1.22
20241215 19:31:55,0.98
20241215 19:31:55,1.12
20241215 19:31:55,3.16
20241215 19:31:55,3.48
20241215 19:31:55,1.95
探测器角度,μ子通量计数（/s）
35,1
35,2
35,0
35,1
35,0
35,1
35,2
35,1
35,1
35,2
35,2
35,2
35,2
35,1
35,3
35,2
35,0
35,4
35,1
35,0
35,2
35,3
35,2
35,3
35,2
35,0
35,1
35,3
35,2
35,0
35,0
35,3
35,2
35,1
35,1
35,0
35,1
35,2
35,1
35,1
35,0
35,2
35,0
35,1
35,0
35,1
35,1
35,0
35,1
35,1
35,0
35,1
35,1
35,0
35,2
35,2
35,1
35,0
35,2
35,2
35,0
35,3
35,0
35,0
35,0
35,2
35,2
35,0
35,1
35,0
35,3
35,2
35,0
35,3
35,0
35,2
35,2
35,0
35,0
35,0
35,0
35,1
35,0
35,1
35,0
35,0
35,0
35,0
35,0
35,1
35,0
35,1
35,1
35,1
