μ子数据
开始时间,19:01:39
20231105 19:04:03,0.64
20231105 19:04:03,5.33
20231105 19:04:03,7.72
20231105 19:04:03,1.11
20231105 19:04:03,1.63
20231105 19:04:03,2.85
20231105 19:04:03,4.01
20231105 19:04:03,0.99
20231105 19:04:03,1.99
20231105 19:04:03,2.07
20231105 19:04:04,2.73
20231105 19:04:04,3.21
20231105 19:04:04,2.39
20231105 19:04:04,2.12
20231105 19:04:04,0.58
20231105 19:04:04,5.08
20231105 19:04:04,1.97
20231105 19:04:04,1.18
20231105 19:04:04,6.79
20231105 19:04:04,0.2
20231105 19:04:04,0.17
20231105 19:04:04,4.3
20231105 19:04:04,8.42
20231105 19:04:04,0.21
20231105 19:04:04,2.1
20231105 19:04:04,1.67
20231105 19:04:04,4.03
20231105 19:04:05,0.27
20231105 19:04:05,1.15
20231105 19:04:05,1.8
20231105 19:04:05,0.58
20231105 19:04:05,7.41
20231105 19:04:05,2.8
20231105 19:04:05,1.48
20231105 19:04:05,0.41
20231105 19:04:05,0.97
20231105 19:04:05,1.87
20231105 19:04:05,1.26
20231105 19:04:05,0.17
20231105 19:04:06,0.61
20231105 19:04:06,1.1
20231105 19:04:06,0.2
20231105 19:04:06,0.78
20231105 19:04:06,13.17
20231105 19:04:06,1.89
20231105 19:04:06,1.29
20231105 19:04:06,6.11
20231105 19:04:06,0.36
20231105 19:04:06,3.7
20231105 19:04:06,1.06
20231105 19:04:06,2.28
20231105 19:04:06,4.98
20231105 19:04:06,0.8
20231105 19:04:07,1.29
20231105 19:04:07,1.35
20231105 19:04:07,0.97
20231105 19:04:07,1.75
20231105 19:04:07,1.7
20231105 19:04:07,5.29
20231105 19:04:07,2.33
20231105 19:04:07,2.44
20231105 19:04:07,4.97
20231105 19:04:07,4.38
20231105 19:04:07,1.09
20231105 19:04:07,5.96
20231105 19:04:07,6.01
20231105 19:04:07,0.26
20231105 19:04:07,0.28
20231105 19:04:07,0.72
20231105 19:04:07,0.66
20231105 19:04:07,4.15
20231105 19:04:08,9.86
20231105 19:04:08,1.63
20231105 19:04:08,1.66
20231105 19:04:08,1.85
20231105 19:04:08,0.89
20231105 19:04:08,5.07
20231105 19:04:08,8.84
20231105 19:04:08,0.81
20231105 19:04:08,2.19
20231105 19:04:08,4.32
20231105 19:04:09,0.51
20231105 19:04:09,6.9
20231105 19:04:09,0.34
20231105 19:04:09,0.74
20231105 19:04:09,2.27
20231105 19:04:09,0.5
20231105 19:04:09,0.53
20231105 19:04:09,2.33
20231105 19:04:09,2.98
20231105 19:04:09,5.12
20231105 19:04:09,1.42
20231105 19:04:09,0.63
20231105 19:04:09,0.42
20231105 19:04:09,2.6
20231105 19:04:09,2
20231105 19:04:09,0.84
20231105 19:04:09,3.85
20231105 19:04:09,1.24
20231105 19:04:09,1.85
20231105 19:04:09,3.13
20231105 19:04:09,0.83
20231105 19:04:10,4.24
20231105 19:04:10,1.27
20231105 19:04:10,2.13
20231105 19:04:10,2.66
20231105 19:04:10,5.35
20231105 19:04:10,0.54
20231105 19:04:10,0.77
20231105 19:04:10,1.63
20231105 19:04:10,2.11
20231105 19:04:10,0.34
20231105 19:04:10,5.3
20231105 19:04:10,2.83
20231105 19:04:10,1.31
20231105 19:04:10,0.78
20231105 19:04:11,0.82
20231105 19:04:11,2.6
20231105 19:04:11,2.01
20231105 19:04:11,5.97
20231105 19:04:11,2.47
20231105 19:04:11,0.4
20231105 19:04:11,1.91
20231105 19:04:11,6.13
20231105 19:04:11,0.29
20231105 19:04:11,0.37
20231105 19:04:11,0.51
20231105 19:04:11,3.29
20231105 19:04:11,2.46
20231105 19:04:11,1.54
20231105 19:04:11,2.83
20231105 19:04:11,2.66
20231105 19:04:12,4.35
20231105 19:04:12,1.17
20231105 19:04:12,2.44
20231105 19:04:12,1.31
20231105 19:04:12,0.62
20231105 19:04:12,0.76
20231105 19:04:12,0.21
20231105 19:04:12,6.49
20231105 19:04:12,0.91
20231105 19:04:12,1.14
20231105 19:04:12,0.77
20231105 19:04:12,0.58
20231105 19:04:12,4.25
20231105 19:04:13,2.4
20231105 19:04:13,1.6
20231105 19:04:13,1.87
20231105 19:04:13,3.98
20231105 19:04:13,0.38
20231105 19:04:13,2.48
20231105 19:04:13,2.22
20231105 19:04:13,0.63
20231105 19:04:13,0.34
20231105 19:04:13,0.13
20231105 19:04:13,0.12
20231105 19:04:13,3.59
20231105 19:04:13,0.22
20231105 19:04:13,0.9
20231105 19:04:13,3.17
20231105 19:04:13,4.16
20231105 19:04:13,0.48
20231105 19:04:14,0.96
20231105 19:04:14,0.41
20231105 19:04:14,3.81
20231105 19:04:14,1.68
20231105 19:04:14,1.15
20231105 19:04:14,0.75
20231105 19:04:14,2.3
20231105 19:04:14,1.06
20231105 19:04:14,0.36
20231105 19:04:14,0.24
20231105 19:04:14,1.44
20231105 19:04:14,0.79
20231105 19:04:14,6.4
20231105 19:04:14,2.74
20231105 19:04:14,2.72
20231105 19:04:14,3.81
20231105 19:04:14,1.92
20231105 19:04:14,0.64
20231105 19:04:15,0.8
20231105 19:04:15,0.35
20231105 19:04:15,0.71
20231105 19:04:15,2.28
20231105 19:04:15,0.18
20231105 19:04:15,1.2
20231105 19:04:15,7.66
20231105 19:04:15,6.31
20231105 19:04:15,5.59
20231105 19:04:15,1.44
20231105 19:04:15,2.81
20231105 19:04:15,0.42
20231105 19:04:15,2.15
20231105 19:04:15,0.37
20231105 19:04:15,4.69
20231105 19:04:15,0.34
20231105 19:04:15,0.16
20231105 19:04:15,1.57
20231105 19:04:15,4.99
20231105 19:04:15,0.27
20231105 19:04:15,2.41
20231105 19:04:16,1.6
20231105 19:04:16,0.45
20231105 19:04:16,2.74
20231105 19:04:16,7.48
20231105 19:04:16,1.15
20231105 19:04:16,1.85
20231105 19:04:16,3.5
20231105 19:04:16,0.61
20231105 19:04:16,0.75
20231105 19:04:16,2.26
20231105 19:04:16,5.11
20231105 19:04:16,0.68
20231105 19:04:17,0.85
20231105 19:04:17,5.28
20231105 19:04:17,0.92
20231105 19:04:17,2.05
20231105 19:04:17,3.54
20231105 19:04:17,1.5
20231105 19:04:17,0.24
20231105 19:04:17,1.43
20231105 19:04:17,2.38
20231105 19:04:17,0.7
20231105 19:04:17,0.38
20231105 19:04:17,1.76
20231105 19:04:17,2.15
20231105 19:04:17,0.8
20231105 19:04:17,2.29
20231105 19:04:18,0.93
20231105 19:04:18,4.02
20231105 19:04:18,3.16
20231105 19:04:18,4.64
20231105 19:04:18,8.93
20231105 19:04:18,4.97
20231105 19:04:18,2.87
20231105 19:04:18,0.67
20231105 19:04:18,4.83
20231105 19:04:18,0.12
20231105 19:04:18,0.78
20231105 19:04:18,1.23
20231105 19:04:18,0.58
20231105 19:04:18,3.3
20231105 19:04:18,0.58
20231105 19:04:18,1.08
20231105 19:04:18,2.74
20231105 19:04:19,2.43
20231105 19:04:19,1.51
20231105 19:04:19,2.99
20231105 19:04:19,1.34
20231105 19:04:19,3.11
20231105 19:04:19,0.46
20231105 19:04:19,3.87
20231105 19:04:19,2.36
20231105 19:04:19,3.84
20231105 19:04:19,2.64
20231105 19:04:19,1.47
20231105 19:04:19,4.23
20231105 19:04:19,5.66
20231105 19:04:19,1.33
20231105 19:04:19,4.23
20231105 19:04:19,0.73
20231105 19:04:19,1.02
20231105 19:04:20,2.61
20231105 19:04:20,4.28
20231105 19:04:20,2.61
20231105 19:04:20,1.05
20231105 19:04:20,1.57
20231105 19:04:20,0.91
20231105 19:04:20,0.37
20231105 19:04:20,6.07
20231105 19:04:20,0.86
20231105 19:04:20,7.09
20231105 19:04:20,7.95
20231105 19:04:20,0.78
20231105 19:04:20,0.97
20231105 19:04:20,0.29
20231105 19:04:20,0.43
20231105 19:04:20,1.89
20231105 19:04:20,3.71
20231105 19:04:20,0.5
20231105 19:04:20,3.42
20231105 19:04:20,4.05
20231105 19:04:20,4.07
20231105 19:04:21,5.33
20231105 19:04:21,0.62
20231105 19:04:21,0.32
20231105 19:04:21,1.1
20231105 19:04:21,1.24
20231105 19:04:21,1.04
20231105 19:04:21,0.42
20231105 19:04:21,2.04
20231105 19:04:21,1.38
20231105 19:04:21,2.8
20231105 19:04:21,1.43
20231105 19:04:21,6.34
20231105 19:04:21,3.65
20231105 19:04:21,8.09
20231105 19:04:21,1.37
20231105 19:04:21,0.21
20231105 19:04:21,1.61
20231105 19:04:21,1.01
20231105 19:04:21,7.28
20231105 19:04:22,0.23
20231105 19:04:22,0.92
20231105 19:04:22,1.21
20231105 19:04:22,2.45
20231105 19:04:22,3.97
20231105 19:04:22,1.07
20231105 19:04:22,1.4
20231105 19:04:22,0.44
20231105 19:04:22,4.01
20231105 19:04:22,1.66
20231105 19:04:22,0.36
20231105 19:04:22,5.86
20231105 19:04:22,0.52
20231105 19:04:22,1.63
20231105 19:04:22,2.67
20231105 19:04:22,2.25
20231105 19:04:22,0.8
20231105 19:04:23,0.61
20231105 19:04:23,0.99
20231105 19:04:23,0.15
20231105 19:04:23,1.11
20231105 19:04:23,1.1
20231105 19:04:23,1.55
20231105 19:04:23,0.44
20231105 19:04:23,2.82
20231105 19:04:23,1.83
20231105 19:04:23,0.82
20231105 19:04:23,2.05
20231105 19:04:23,0.52
20231105 19:04:23,0.99
20231105 19:04:23,4.45
20231105 19:04:23,0.79
20231105 19:04:24,4.06
20231105 19:04:24,1.18
20231105 19:04:24,2.07
20231105 19:04:24,9.13
20231105 19:04:24,0.44
20231105 19:04:24,0.64
20231105 19:04:24,0.76
20231105 19:04:24,3.17
20231105 19:04:24,0.29
20231105 19:04:24,1.98
20231105 19:04:24,1.15
20231105 19:04:24,1.02
20231105 19:04:24,1
20231105 19:04:24,4.38
20231105 19:04:24,1.86
20231105 19:04:25,7.22
20231105 19:04:25,1.3
20231105 19:04:25,1.9
20231105 19:04:25,4.33
20231105 19:04:25,2.57
20231105 19:04:25,0.59
20231105 19:04:25,3.1
20231105 19:04:25,6.93
20231105 19:04:25,4.64
20231105 19:04:25,1.03
20231105 19:04:25,1.51
20231105 19:04:25,2.6
20231105 19:04:25,0.91
20231105 19:04:25,0.87
20231105 19:04:25,2.61
20231105 19:04:25,1.96
20231105 19:04:25,4.12
20231105 19:04:25,12.98
20231105 19:04:25,6.84
20231105 19:04:25,4.41
20231105 19:04:26,2.65
20231105 19:04:26,0.4
20231105 19:04:26,7.06
20231105 19:04:26,2.86
20231105 19:04:26,2.09
20231105 19:04:26,3.5
20231105 19:04:26,2.39
20231105 19:04:26,1.26
20231105 19:04:26,2.33
20231105 19:04:26,0.71
20231105 19:04:26,1.39
20231105 19:04:26,2
20231105 19:04:26,0.54
20231105 19:04:26,0.33
20231105 19:04:26,13.08
20231105 19:04:26,5
20231105 19:04:26,1.85
20231105 19:04:27,2.55
20231105 19:04:27,0.38
20231105 19:04:27,0.29
20231105 19:04:27,0.18
20231105 19:04:27,3.89
20231105 19:04:27,0.66
20231105 19:04:27,4.28
20231105 19:04:27,1.07
20231105 19:04:27,5.13
20231105 19:04:27,2.5
20231105 19:04:27,0.64
20231105 19:04:27,1.11
20231105 19:04:27,1.62
20231105 19:04:28,0.36
20231105 19:04:28,0.78
20231105 19:04:28,0.73
20231105 19:04:28,0.49
20231105 19:04:28,3.92
20231105 19:04:28,3.62
20231105 19:04:28,6.14
20231105 19:04:28,0.11
20231105 19:04:28,1.06
20231105 19:04:28,0.76
20231105 19:04:28,0.2
20231105 19:04:28,1.1
20231105 19:04:28,4.15
20231105 19:04:28,0.25
20231105 19:04:28,3.07
20231105 19:04:29,0.36
20231105 19:04:29,4.7
20231105 19:04:29,1.05
20231105 19:04:29,1.17
20231105 19:04:29,0.13
20231105 19:04:29,2.48
20231105 19:04:29,0.98
20231105 19:04:29,1.98
20231105 19:04:29,2.54
20231105 19:04:29,0.87
20231105 19:04:29,3.65
20231105 19:04:29,0.99
20231105 19:04:29,1.16
20231105 19:04:29,1.86
20231105 19:04:29,7.88
20231105 19:04:29,1.4
20231105 19:04:29,4.27
20231105 19:04:29,2.35
20231105 19:04:29,3.37
20231105 19:04:29,2.05
20231105 19:04:29,1.77
20231105 19:04:29,0.6
20231105 19:04:29,1.11
20231105 19:04:30,1.4
20231105 19:04:30,1.05
20231105 19:04:30,0.15
20231105 19:04:30,1.15
20231105 19:04:30,4.79
20231105 19:04:30,4.87
20231105 19:04:30,0.67
20231105 19:04:30,1.11
20231105 19:04:30,0.12
20231105 19:04:30,1.06
20231105 19:04:30,5.3
20231105 19:04:30,8.04
20231105 19:04:30,1.25
20231105 19:04:30,1.76
20231105 19:04:30,3.49
20231105 19:04:30,2.82
20231105 19:04:30,3.85
20231105 19:04:30,3.16
20231105 19:04:30,3.66
20231105 19:04:30,3.21
20231105 19:04:30,2.16
20231105 19:04:31,0.22
20231105 19:04:31,0.25
20231105 19:04:31,3.99
20231105 19:04:31,1.61
20231105 19:04:31,0.8
20231105 19:04:31,4.01
20231105 19:04:31,5.03
20231105 19:04:31,4.44
20231105 19:04:31,0.2
20231105 19:04:31,9.35
20231105 19:04:31,5.35
20231105 19:04:31,2.58
20231105 19:04:31,3.81
20231105 19:04:31,1.64
20231105 19:04:32,1.23
20231105 19:04:32,0.53
20231105 19:04:32,0.51
20231105 19:04:32,2.84
20231105 19:04:32,1.63
20231105 19:04:32,3.03
20231105 19:04:32,2.12
20231105 19:04:32,0.96
20231105 19:04:32,0.14
20231105 19:04:32,1.47
20231105 19:04:32,0.23
20231105 19:04:32,1.7
20231105 19:04:32,0.29
20231105 19:04:32,2.18
20231105 19:04:32,2.62
20231105 19:04:32,0.12
20231105 19:04:32,1.85
20231105 19:04:33,8.37
20231105 19:04:33,1.9
20231105 19:04:33,2.25
20231105 19:04:33,1.02
20231105 19:04:33,0.65
20231105 19:04:33,0.64
20231105 19:04:33,0.65
20231105 19:04:33,3.54
20231105 19:04:33,5.55
20231105 19:04:33,0.5
20231105 19:04:33,3.4
20231105 19:04:33,2.12
20231105 19:04:33,3.85
20231105 19:04:33,0.42
20231105 19:04:33,0.36
20231105 19:04:33,0.12
20231105 19:04:33,3.35
20231105 19:04:33,0.7
20231105 19:04:34,1.68
20231105 19:04:34,0.3
20231105 19:04:34,1.18
20231105 19:04:34,1.07
20231105 19:04:34,1.68
20231105 19:04:34,0.26
20231105 19:04:34,0.28
20231105 19:04:34,0.99
20231105 19:04:34,1.29
20231105 19:04:34,1.21
20231105 19:04:34,0.33
20231105 19:04:34,13.25
20231105 19:04:34,1.36
20231105 19:04:34,0.73
20231105 19:04:34,2.54
20231105 19:04:34,1.59
20231105 19:04:34,2.21
20231105 19:04:34,1.84
20231105 19:04:34,1.27
20231105 19:04:34,3.01
20231105 19:04:35,1.72
20231105 19:04:35,1.85
20231105 19:04:35,7.51
20231105 19:04:35,15.29
20231105 19:04:35,1.09
20231105 19:04:35,0.43
20231105 19:04:35,0.89
20231105 19:04:35,0.96
20231105 19:04:35,0.76
20231105 19:04:35,1.57
20231105 19:04:35,0.34
20231105 19:04:35,0.64
20231105 19:04:35,5.16
20231105 19:04:35,2.24
20231105 19:04:35,2.51
20231105 19:04:35,2.38
20231105 19:04:35,2.04
20231105 19:04:35,2.71
20231105 19:04:35,0.85
20231105 19:04:35,4.77
20231105 19:04:36,2.78
20231105 19:04:36,0.61
20231105 19:04:36,0.3
20231105 19:04:36,4.03
20231105 19:04:36,0.85
20231105 19:04:36,5.6
20231105 19:04:36,1.09
20231105 19:04:36,6.53
20231105 19:04:36,6.77
20231105 19:04:36,0.44
20231105 19:04:36,3.6
20231105 19:04:36,7.03
20231105 19:04:36,1.45
20231105 19:04:36,2.53
20231105 19:04:36,2.41
20231105 19:04:36,1.75
20231105 19:04:36,2.71
20231105 19:04:36,0.59
20231105 19:04:36,1.58
20231105 19:04:36,1.35
20231105 19:04:36,5.81
20231105 19:04:36,1.54
20231105 19:04:37,3.91
20231105 19:04:37,3.31
20231105 19:04:37,0.52
20231105 19:04:37,1.85
20231105 19:04:37,4.76
20231105 19:04:37,0.76
20231105 19:04:37,0.65
20231105 19:04:37,7.02
20231105 19:04:37,1.8
20231105 19:04:37,1.24
20231105 19:04:37,3.38
20231105 19:04:37,0.27
20231105 19:04:37,4.19
20231105 19:04:37,3.24
20231105 19:04:38,3.18
20231105 19:04:38,2.56
20231105 19:04:38,0.11
20231105 19:04:38,0.78
20231105 19:04:38,0.89
20231105 19:04:38,1.47
20231105 19:04:38,0.15
20231105 19:04:38,0.92
20231105 19:04:38,0.38
20231105 19:04:38,0.94
20231105 19:04:38,1.73
20231105 19:04:38,0.86
20231105 19:04:38,2.53
20231105 19:04:38,0.4
20231105 19:04:38,2.26
20231105 19:04:38,1.44
20231105 19:04:38,3.81
20231105 19:04:38,1.05
20231105 19:04:38,0.64
20231105 19:04:39,1.19
20231105 19:04:39,3.4
20231105 19:04:39,1.09
20231105 19:04:39,1.33
20231105 19:04:39,1.09
20231105 19:04:39,0.22
20231105 19:04:39,1.97
20231105 19:04:39,0.75
20231105 19:04:39,3.94
20231105 19:04:39,7.87
20231105 19:04:39,2.79
20231105 19:04:39,7.68
20231105 19:04:39,1.03
20231105 19:04:39,3.21
20231105 19:04:39,4
20231105 19:04:39,1.21
20231105 19:04:39,0.37
20231105 19:04:39,3.47
20231105 19:04:40,2.81
20231105 19:04:40,0.1
20231105 19:04:40,4.86
20231105 19:04:40,5.05
20231105 19:04:40,0.28
20231105 19:04:40,1.42
20231105 19:04:40,3.13
20231105 19:04:40,3.92
20231105 19:04:40,2.35
20231105 19:04:40,4.68
20231105 19:04:40,0.42
20231105 19:04:40,1.91
20231105 19:04:40,1.68
20231105 19:04:40,0.47
20231105 19:04:40,0.91
20231105 19:04:40,0.13
20231105 19:04:40,0.29
20231105 19:04:40,2.64
20231105 19:04:40,2.59
20231105 19:04:40,0.47
20231105 19:04:40,1.98
20231105 19:04:40,0.2
20231105 19:04:40,2.48
20231105 19:04:40,2.74
20231105 19:04:40,1.98
20231105 19:04:41,1.96
20231105 19:04:41,2.24
20231105 19:04:41,3.61
20231105 19:04:41,2.58
20231105 19:04:41,1.55
20231105 19:04:41,4.51
20231105 19:04:41,0.89
20231105 19:04:41,5.5
20231105 19:04:41,0.17
20231105 19:04:41,0.39
20231105 19:04:41,0.83
20231105 19:04:41,0.87
20231105 19:04:42,1.8
20231105 19:04:42,1.96
20231105 19:04:42,2.95
20231105 19:04:42,0.71
20231105 19:04:42,4.49
20231105 19:04:42,8.63
20231105 19:04:42,2.66
20231105 19:04:42,0.37
20231105 19:04:42,1.51
20231105 19:04:42,0.72
20231105 19:04:42,1.9
20231105 19:04:42,2.09
20231105 19:04:42,0.6
20231105 19:04:42,5.15
20231105 19:04:42,3.85
20231105 19:04:42,2.41
20231105 19:04:42,1.33
20231105 19:04:43,2.94
20231105 19:04:43,3.49
20231105 19:04:43,0.2
20231105 19:04:43,1.39
20231105 19:04:43,5.17
20231105 19:04:43,0.33
20231105 19:04:43,1.06
20231105 19:04:43,0.15
20231105 19:04:43,0.2
20231105 19:04:43,0.51
20231105 19:04:43,0.34
20231105 19:04:43,1.35
20231105 19:04:43,1.53
20231105 19:04:43,7.17
20231105 19:04:43,3.25
20231105 19:04:44,12.11
20231105 19:04:44,3.56
20231105 19:04:44,1.25
20231105 19:04:44,2.05
20231105 19:04:44,2.2
20231105 19:04:44,0.73
20231105 19:04:44,1.54
20231105 19:04:44,0.41
20231105 19:04:44,0.45
20231105 19:04:44,3.82
20231105 19:04:44,2.44
20231105 19:04:44,2.14
20231105 19:04:44,2.23
20231105 19:04:44,0.44
20231105 19:04:44,4.5
20231105 19:04:44,5.45
20231105 19:04:45,2.25
20231105 19:04:45,7.22
20231105 19:04:45,2.54
20231105 19:04:45,6.31
20231105 19:04:45,3.07
20231105 19:04:45,8.77
20231105 19:04:45,2.62
20231105 19:04:45,1
20231105 19:04:45,3.15
20231105 19:04:45,0.3
20231105 19:04:45,1.01
20231105 19:04:45,0.26
20231105 19:04:45,1.85
20231105 19:04:45,5.24
20231105 19:04:45,6.15
20231105 19:04:45,5.22
20231105 19:04:45,3.73
20231105 19:04:45,0.74
20231105 19:04:45,2.46
20231105 19:04:45,0.8
20231105 19:04:45,3.53
20231105 19:04:46,3.59
20231105 19:04:46,2.83
20231105 19:04:46,2.43
20231105 19:04:46,1.28
20231105 19:04:46,3.24
20231105 19:04:46,2.91
20231105 19:04:46,0.74
20231105 19:04:46,1.99
20231105 19:04:46,2.03
20231105 19:04:46,1.16
20231105 19:04:46,0.86
20231105 19:04:46,0.3
20231105 19:04:46,0.95
20231105 19:04:46,2.88
20231105 19:04:46,0.11
20231105 19:04:46,4.12
20231105 19:04:46,0.61
20231105 19:04:46,1.08
20231105 19:04:46,2.26
20231105 19:04:46,8.04
20231105 19:04:47,1.11
20231105 19:04:47,1.45
20231105 19:04:47,0.54
20231105 19:04:47,0.58
20231105 19:04:47,7.34
20231105 19:04:47,1.93
20231105 19:04:47,2.89
20231105 19:04:47,2.66
20231105 19:04:47,1
20231105 19:04:47,8.51
20231105 19:04:47,0.77
20231105 19:04:47,0.45
20231105 19:04:47,3.27
20231105 19:04:47,0.3
20231105 19:04:47,3.45
20231105 19:04:47,0.31
20231105 19:04:47,0.51
20231105 19:04:47,1.26
20231105 19:04:47,0.82
20231105 19:04:47,0.3
20231105 19:04:47,5.52
20231105 19:04:48,0.89
20231105 19:04:48,0.52
20231105 19:04:48,1.36
20231105 19:04:48,2.75
20231105 19:04:48,3.46
20231105 19:04:48,2.42
20231105 19:04:48,12.17
20231105 19:04:48,4.06
20231105 19:04:48,0.85
20231105 19:04:48,4.92
20231105 19:04:48,5.19
20231105 19:04:48,0.93
20231105 19:04:48,0.68
20231105 19:04:48,2.95
20231105 19:04:48,1.8
20231105 19:04:48,1.2
20231105 19:04:48,1.34
20231105 19:04:49,3.01
20231105 19:04:49,1.52
20231105 19:04:49,6.82
20231105 19:04:49,2.62
20231105 19:04:49,0.39
20231105 19:04:49,1.42
20231105 19:04:49,2.97
20231105 19:04:49,2.35
20231105 19:04:49,11.78
20231105 19:04:49,0.34
20231105 19:04:49,1.39
20231105 19:04:49,0.82
20231105 19:04:49,1.52
20231105 19:04:49,6.63
20231105 19:04:49,0.17
20231105 19:04:50,8.4
20231105 19:04:50,1.52
20231105 19:04:50,4.17
20231105 19:04:50,1.25
20231105 19:04:50,0.13
20231105 19:04:50,0.52
20231105 19:04:50,3.86
20231105 19:04:50,2.18
20231105 19:04:50,1.12
20231105 19:04:50,2.27
20231105 19:04:50,0.39
20231105 19:04:50,2.49
20231105 19:04:51,3.97
20231105 19:04:51,3.21
20231105 19:04:51,0.58
20231105 19:04:51,0.32
20231105 19:04:51,4.49
20231105 19:04:51,0.53
20231105 19:04:51,0.35
20231105 19:04:51,0.65
20231105 19:04:51,0.25
20231105 19:04:51,3.93
20231105 19:04:51,1.61
20231105 19:04:51,2.33
20231105 19:04:51,1.01
20231105 19:04:51,1.02
20231105 19:04:52,1.1
20231105 19:04:52,0.29
20231105 19:04:52,2.15
20231105 19:04:52,1.02
20231105 19:04:52,0.29
20231105 19:04:52,4.23
20231105 19:04:52,0.77
20231105 19:04:52,0.13
20231105 19:04:52,0.57
20231105 19:04:52,1.8
20231105 19:04:52,1.38
20231105 19:04:52,0.96
20231105 19:04:52,5
20231105 19:04:53,0.2
20231105 19:04:53,2.39
20231105 19:04:53,0.22
20231105 19:04:53,2.24
20231105 19:04:53,1.22
20231105 19:04:53,1.83
20231105 19:04:53,7.08
20231105 19:04:53,0.48
20231105 19:04:53,0.85
20231105 19:04:53,1.95
20231105 19:04:53,1.22
20231105 19:04:53,5.56
20231105 19:04:53,0.57
20231105 19:04:53,2.29
20231105 19:04:53,0.56
20231105 19:04:53,4.21
20231105 19:04:53,0.61
20231105 19:04:53,3.62
20231105 19:04:53,0.99
20231105 19:04:53,0.46
20231105 19:04:53,2.99
20231105 19:04:53,3.14
20231105 19:04:53,4.51
20231105 19:04:53,1.18
20231105 19:04:53,0.8
20231105 19:04:54,2
20231105 19:04:54,0.83
20231105 19:04:54,3.39
20231105 19:04:54,8.24
20231105 19:04:54,0.81
20231105 19:04:54,0.24
20231105 19:04:54,3.55
20231105 19:04:54,1.25
20231105 19:04:54,6.3
20231105 19:04:54,8.52
20231105 19:04:54,2.1
20231105 19:04:54,0.49
20231105 19:04:54,2
20231105 19:04:54,1.24
20231105 19:04:54,3.64
20231105 19:04:54,4.85
20231105 19:04:54,7.06
20231105 19:04:55,1.28
20231105 19:04:55,3.22
20231105 19:04:55,3.48
20231105 19:04:55,3.57
20231105 19:04:55,1.77
20231105 19:04:55,0.58
20231105 19:04:55,3.01
20231105 19:04:55,0.45
20231105 19:04:55,1.08
20231105 19:04:55,0.53
20231105 19:04:55,0.69
20231105 19:04:55,1.41
20231105 19:04:55,0.42
20231105 19:04:55,3.29
20231105 19:04:55,3.04
20231105 19:04:55,0.52
20231105 19:04:55,2.18
20231105 19:04:55,0.84
20231105 19:04:55,0.27
20231105 19:04:55,1.42
20231105 19:04:55,1.61
20231105 19:04:55,1.49
20231105 19:04:55,2.75
20231105 19:04:55,1.43
20231105 19:04:55,2.29
20231105 19:04:55,0.38
20231105 19:04:56,1.49
20231105 19:04:56,1.25
20231105 19:04:56,1.04
20231105 19:04:56,2.24
20231105 19:04:56,0.96
20231105 19:04:56,2.11
20231105 19:04:56,2.01
20231105 19:04:56,0.67
20231105 19:04:56,2.48
20231105 19:04:56,1.22
20231105 19:04:56,4.11
20231105 19:04:56,2.78
20231105 19:04:56,0.22
20231105 19:04:56,1.12
20231105 19:04:56,3.69
20231105 19:04:56,0.26
20231105 19:04:56,2.19
20231105 19:04:57,0.5
20231105 19:04:57,1.97
20231105 19:04:57,3.7
20231105 19:04:57,2.74
20231105 19:04:57,0.8
20231105 19:04:57,0.53
20231105 19:04:57,1.91
20231105 19:04:57,1.51
20231105 19:04:57,13.91
20231105 19:04:57,5.22
20231105 19:04:57,0.99
20231105 19:04:57,3.85
20231105 19:04:57,4.62
20231105 19:04:57,5.59
20231105 19:04:57,0.21
20231105 19:04:57,0.14
20231105 19:04:57,0.38
20231105 19:04:57,0.91
20231105 19:04:57,2.76
20231105 19:04:57,2.54
20231105 19:04:57,0.12
20231105 19:04:57,0.83
20231105 19:04:57,3.93
20231105 19:04:57,1.65
20231105 19:04:58,1.32
20231105 19:04:58,1.2
20231105 19:04:58,0.22
20231105 19:04:58,0.47
20231105 19:04:58,3.16
20231105 19:04:58,0.47
20231105 19:04:58,1.46
20231105 19:04:58,0.26
20231105 19:04:58,0.64
20231105 19:04:58,1.29
20231105 19:04:58,1.79
20231105 19:04:58,0.28
20231105 19:04:58,0.52
20231105 19:04:58,1.13
20231105 19:04:59,0.42
20231105 19:04:59,2.18
20231105 19:04:59,1.4
20231105 19:04:59,6.9
20231105 19:04:59,1.59
20231105 19:04:59,2.06
20231105 19:04:59,4.81
20231105 19:04:59,2.46
20231105 19:04:59,0.83
20231105 19:04:59,0.34
20231105 19:04:59,2.59
20231105 19:04:59,1.01
20231105 19:04:59,1.19
20231105 19:05:00,4.94
20231105 19:05:00,2.17
20231105 19:05:00,1.55
20231105 19:05:00,0.87
20231105 19:05:00,2.5
20231105 19:05:00,7.23
20231105 19:05:00,0.63
20231105 19:05:00,0.54
20231105 19:05:00,3.17
20231105 19:05:00,1.68
20231105 19:05:00,1.19
20231105 19:05:00,1.14
20231105 19:05:00,0.65
20231105 19:05:00,0.91
20231105 19:05:00,2.85
20231105 19:05:00,0.12
20231105 19:05:00,1.04
20231105 19:05:00,0.22
20231105 19:05:00,0.84
20231105 19:05:00,4.59
20231105 19:05:00,3.76
20231105 19:05:01,0.12
20231105 19:05:01,1.93
20231105 19:05:01,0.56
20231105 19:05:01,1.15
20231105 19:05:01,0.69
